Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
2,Tymen,X7,2737.8,39.04999924,10.31639957,3.223999977,2.36680007,272.3675842,1,1
2,Tymen,X7,2737.9,38.23600006,10.14239979,3.430000067,2.398799896,277.1730042,1,1
2,Tymen,X7,2738,37.18000031,10.75160027,3.512000084,2.407799959,283.4428101,1,1
2,Tymen,X7,2738.1,36.2120018,11.05919933,3.572000027,2.40899992,288.8609924,1,1
2,Tymen,X7,2738.2,35.72800064,11.26599979,3.650000095,2.406599998,291.9776001,1,1
2,Tymen,X7,2738.3,36.23399734,12.30959988,3.604000092,2.403199911,292.7626038,1,1
2,Tymen,X7,2738.4,37.55400085,11.84640026,3.440000057,2.405600071,292.1856079,1,1
2,Tymen,X7,2738.5,39.15999985,10.79600048,3.305999994,2.413399935,291.3440247,1,1
3,Tymen,X7,2738.6,41.5359993,10.08040047,3.167999983,2.420600176,290.8598022,1,1
3,Tymen,X7,2738.7,44.92399979,9.5,3.039999962,2.424200058,290.7927856,1,1
3,Tymen,X7,2738.8,47.54199982,9.158800125,2.915999889,2.424400091,290.8429871,1,1
3,Tymen,X7,2738.9,48.09200287,9.106800079,2.931999922,2.425199986,290.5375977,1,1
3,Tymen,X7,2739,47.10200119,9.277599335,2.992000103,2.426599979,289.3757935,1,1
3,Tymen,X7,2739.1,46.19999695,9.475199699,3.006000042,2.428200006,287.1046143,1,1
3,Tymen,X7,2739.2,47.36600113,9.690000534,3.165999889,2.434399843,284.0971985,1,1
3,Tymen,X7,2739.3,48.15799713,9.738800049,3.263999939,2.444599867,281.4169922,1,1
3,Tymen,X7,2739.4,48.13599777,9.687199593,3.176000118,2.447799921,280.2008057,1,1
3,Tymen,X7,2739.5,47.84999847,9.95720005,3.053999901,2.438600063,280.7019958,1,1
3,Tymen,X7,2739.6,46.50800323,10.38319969,2.937999964,2.419800043,281.8922119,1,1
3,Tymen,X7,2739.7,46.88199997,10.81760025,2.944000006,2.398999929,282.0777893,1,1
3,Tymen,X7,2739.8,48.94999695,11.27360058,2.967999935,2.384400129,280.0490112,1,1
3,Tymen,X7,2739.9,50.55600357,11.74200058,2.881999969,2.375799894,275.8392029,1,1
3,Tymen,X7,2740,50.05000305,11.39920044,2.871999979,2.367599964,270.6466064,1,1
3,Tymen,X7,2740.1,48.9280014,10.00360012,2.936000109,2.365800142,266.2108154,1,1
3,Tymen,X7,2740.2,48.88399887,8.502799988,2.977999926,2.381999969,264.227417,1,1
3,Tymen,X7,2740.3,48.59800339,7.6656003,3.068000078,2.411200047,266.0375977,1,1
3,Tymen,X7,2740.4,48.42200089,7.514000416,3.161999941,2.436000109,272.2803955,1,1
3,Tymen,X7,2740.5,48.57600021,7.513199806,3.232000113,2.450000048,282.2938232,1,1
3,Tymen,X7,2740.6,48.68600082,7.613200188,3.272000074,2.458199978,293.7807922,1,1
3,Tymen,X7,2740.7,48.0039978,7.797999859,3.213999987,2.460999966,303.5678101,1,1
2,Tymen,X7,2740.8,47.05799866,8.127599716,3.200000048,2.457399845,309.3182068,1,1
2,Tymen,X7,2740.9,46.41999817,8.609600067,3.267999887,2.450200081,310.8699951,1,1
2,Tymen,X7,2741,44.68199921,9.015999794,3.390000105,2.443399906,310.0447998,1,1
2,Tymen,X7,2741.1,42.41600037,9.108000755,3.53399992,2.436800003,309.1915894,1,1
2,Tymen,X7,2741.2,40.12799835,9.128000259,3.601999998,2.429200172,309.7493896,1,1
2,Tymen,X7,2741.3,39.48999786,9.093599319,3.59800005,2.422399998,311.8034058,1,1
2,Tymen,X7,2741.4,40.10599899,9.079199791,3.548000097,2.422399998,314.5534058,1,1
2,Tymen,X7,2741.5,39.70999908,9.092399597,3.585999966,2.427000046,316.9190063,1,1
2,Tymen,X7,2741.6,38.67599869,9.09280014,3.569999933,2.424799919,317.6748047,1,1
2,Tymen,X7,2741.7,38.67599869,9.22480011,3.542000055,2.412400007,315.2286072,1,1
7,Tymen,X7,2741.8,38.93999863,9.246800423,3.573999882,2.398799896,307.7649841,1,1
7,Tymen,X7,2741.9,39.0719986,9.008799553,3.427999973,2.389199972,294.2093811,1,1
7,Tymen,X7,2742,39.81999969,8.925999641,3.187999964,2.375200033,275.4898071,1,1
7,Tymen,X7,2742.1,41.38199997,9.126399994,3.003999949,2.348200083,254.9830017,1,1
7,Tymen,X7,2742.2,41.47000122,10.0788002,2.819999933,2.325999975,237.5614014,1,1
7,Tymen,X7,2742.3,41.16200256,10.83039951,2.733999968,2.335599899,227.7656097,1,1
7,Tymen,X7,2742.4,40.65600204,10.61800003,2.921999931,2.369400024,228.1014099,1,1
7,Tymen,X7,2742.5,38.80800247,10.44559956,3.278000116,2.394599915,238.093399,1,1
1,Tymen,X7,2742.6,36.18999863,10.46719933,3.532000065,2.399199963,254.3776093,1,1
1,Tymen,X7,2742.7,33.83599854,10.50039959,3.737999916,2.394399881,272.0029907,1,1
1,Tymen,X7,2742.8,33.4620018,10.86119938,4.004000187,2.387799978,286.5794067,1,1
1,Tymen,X7,2742.9,34.49599838,11.05719948,4.047999859,2.385599852,296.0262146,1,1
1,Tymen,X7,2743,35.77199936,10.71119976,4.006000042,2.395599842,300.7417908,1,1
2,Tymen,X7,2743.1,38.14799881,10.53639984,3.818000078,2.409800053,302.4334106,1,1
2,Tymen,X7,2743.2,39.90800095,10.7816,3.588000059,2.411999941,302.9468079,1,1
2,Tymen,X7,2743.3,41.44799805,10.84319973,3.453999996,2.39620018,303.8496094,1,1
2,Tymen,X7,2743.4,42.43799973,10.85000038,3.434000015,2.373200178,306.3493958,1,1
2,Tymen,X7,2743.5,43.82400131,10.99919987,3.426000118,2.350800037,311.0099792,1,1
2,Tymen,X7,2743.6,45.38599777,10.73839951,3.325999975,2.331199884,317.4401855,1,1
7,Tymen,X7,2743.7,46.06800079,10.29920006,3.21600008,2.319200039,324.3334045,1,1
7,Tymen,X7,2743.8,46.33200073,10.13759995,3.023999929,2.308799982,329.8339844,1,1
7,Tymen,X7,2743.9,46.81600189,10.03040028,2.721999884,2.279999971,332.1087952,1,1
7,Tymen,X7,2744,46.15600204,10.32480049,2.572000027,2.235800028,330.1750183,1,1
7,Tymen,X7,2744.1,45.34200287,10.59759998,2.559999943,2.22300005,324.7102051,1,1
7,Tymen,X7,2744.2,45.67200089,9.668399811,2.799999952,2.279799938,318.0001831,1,1
3,Tymen,X7,2744.3,46.04599762,8.680000305,3.104000092,2.372600079,312.5244141,1,1
3,Tymen,X7,2744.4,45.4960022,8.421999931,3.266000032,2.437399864,309.0505981,1,1
3,Tymen,X7,2744.5,44.63800049,8.256800652,3.35800004,2.456199884,305.9533997,1,1
3,Tymen,X7,2744.6,44.85800171,7.840799809,3.335999966,2.454600096,300.5369873,1,1
3,Tymen,X7,2744.7,47.52000046,7.488399982,3.252000093,2.454800129,291.3070068,1,1
3,Tymen,X7,2744.8,49.12599945,7.368000031,3.220000029,2.459000111,279.290802,1,1
3,Tymen,X7,2744.9,49.5,7.363600254,3.201999903,2.457999945,267.4526062,1,1
3,Tymen,X7,2745,49.38999939,7.458799839,3.207999945,2.447599888,258.875,1,1
2,Tymen,X7,2745.1,48.04800034,7.625999928,3.273999929,2.431200027,255.1903992,1,1
2,Tymen,X7,2745.2,45.71600342,8.057200432,3.322000027,2.413199902,256.1784058,1,1
2,Tymen,X7,2745.3,43.07600021,8.823200226,3.426000118,2.397599936,260.3690186,1,1
2,Tymen,X7,2745.4,40.30400085,10.1196003,3.502000093,2.391400099,265.9396057,1,1
2,Tymen,X7,2745.5,38.76399994,10.35400009,3.50999999,2.397599936,271.4067993,1,1
2,Tymen,X7,2745.6,39.02799988,9.724399567,3.492000103,2.408600092,275.9841919,1,1
2,Tymen,X7,2745.7,40.76600266,9.376399994,3.354000092,2.417200089,279.6207886,1,1
3,Tymen,X7,2745.8,42.87799835,9.422400475,3.227999926,2.421800137,282.7243958,1,1
3,Tymen,X7,2745.9,44.85800171,9.229999542,3.181999922,2.425400019,285.6910095,1,1
3,Tymen,X7,2746,46.57400131,8.891200066,3.115999937,2.428800106,288.5422058,1,1
3,Tymen,X7,2746.1,48.2460022,8.706399918,3.079999924,2.428800106,290.9389954,1,1
3,Tymen,X7,2746.2,49.41200256,8.817200661,3.079999924,2.425600052,292.4921875,1,1
3,Tymen,X7,2746.3,50.11600113,9.056799889,3.092000008,2.422199965,292.9996033,1,1
3,Tymen,X7,2746.4,50.64400101,9.328800201,3.099999905,2.418600082,292.4091797,1,1
3,Tymen,X7,2746.5,48.57600021,9.083200455,3.075999975,2.418800116,290.7350159,1,1
3,Tymen,X7,2746.6,45.82600021,8.128000259,2.987999916,2.427800179,288.1889954,1,1
2,Tymen,X7,2746.7,44.26399994,7.498399734,2.957999945,2.437799931,285.3699951,1,1
2,Tymen,X7,2746.8,42.79000092,7.579999924,3.017999887,2.440999985,283.1513977,1,1
2,Tymen,X7,2746.9,41.07400131,8.069200516,3.217999935,2.440400124,282.2561951,1,1
2,Tymen,X7,2747,38.58799744,8.832799911,3.497999907,2.438800097,282.9128113,1,1
2,Tymen,X7,2747.1,36.14599991,9.819999695,3.681999922,2.433200121,284.8558044,1,1
2,Tymen,X7,2747.2,35.57400131,10.45320034,3.766000032,2.424600124,287.4880066,1,1
2,Tymen,X7,2747.3,36.67399979,10.1824007,3.717999935,2.419199944,289.9346008,1,1
2,Tymen,X7,2747.4,37.48799896,9.529600143,3.526000023,2.417999983,291.0786133,1,1
2,Tymen,X7,2747.5,38.61000061,9.175600052,3.35800004,2.415600061,289.9008179,1,1
2,Tymen,X7,2747.6,40.85400009,9.429199219,3.135999918,2.416399956,286.1256104,1,1
2,Tymen,X7,2747.7,43.22999954,9.416399956,3.007999897,2.434800148,280.696991,1,1
2,Tymen,X7,2747.8,45.09999847,8.640399933,2.951999903,2.467600107,275.5854187,1,1
2,Tymen,X7,2747.9,44.30799866,8.17840004,2.967999935,2.489200115,272.9348145,1,1
2,Tymen,X7,2748,42.81200027,7.989999771,3.012000084,2.481400013,274.0499878,1,1
2,Tymen,X7,2748.1,41.9980011,7.526400089,3.15199995,2.45080018,278.7927856,1,1
2,Tymen,X7,2748.2,41.02999878,7.622799873,3.246999979,2.420400143,285.6488037,1,1
2,Tymen,X7,2748.3,40.77700043,7.949199677,3.278000116,2.402800083,292.3755798,1,1
2,Tymen,X7,2748.4,39.96299744,8.080399513,3.269000053,2.396199942,296.9624023,1,1
2,Tymen,X7,2748.5,40.75499725,8.022399902,3.295000076,2.398600101,298.4894104,1,1
2,Tymen,X7,2748.6,42.71299744,8.138400078,3.24000001,2.409999847,297.4161987,1,1
2,Tymen,X7,2748.7,44.87999725,8.588000298,3.167999983,2.423199892,295.0675964,1,1
2,Tymen,X7,2748.8,47.08000183,9.234399796,3.094000101,2.432199955,292.6712036,1,1
2,Tymen,X7,2748.9,47.12400055,9.539599419,3.035000086,2.437399864,290.7389832,1,1
2,Tymen,X7,2749,45.85900116,9.366000175,3.069000006,2.440799952,289.2438049,1,1
2,Tymen,X7,2749.1,43.58200073,8.934400558,3.209000111,2.441999912,288.1889954,1,1
2,Tymen,X7,2749.2,40.94199753,8.478399277,3.392999887,2.442600012,287.8078003,1,1
2,Tymen,X7,2749.3,38.07099915,8.138400078,3.555000067,2.4454,288.1960144,1,1
2,Tymen,X7,2749.4,36.79500198,7.864799976,3.64199996,2.450600147,288.9160156,1,1
2,Tymen,X7,2749.5,36.70700073,7.616799831,3.618000031,2.453000069,289.1440125,1,1
2,Tymen,X7,2749.6,35.66200256,7.510399818,3.502000093,2.450599909,288.2833862,1,1
2,Tymen,X7,2749.7,35.20000076,7.580800056,3.509000063,2.4447999,286.4812012,1,1
2,Tymen,X7,2749.8,34.19900131,7.637199879,3.480999947,2.440199852,284.6123962,1,1
2,Tymen,X7,2749.9,34.15499878,7.636399746,3.460000038,2.440199852,283.7601929,1,1
2,Tymen,X7,2750,34.55099869,7.598800182,3.404000044,2.439800024,284.5744019,1,1
2,Tymen,X7,2750.1,34.18799973,7.677999973,3.372999907,2.43479991,286.8757935,1,1
2,Tymen,X7,2750.2,34.45199966,7.819999695,3.250999928,2.42840004,289.7050171,1,1
2,Tymen,X7,2750.3,35.49700165,7.77159977,3.151000023,2.427200079,291.7744141,1,1
2,Tymen,X7,2750.4,36.7840004,7.649600029,3.186000109,2.429800034,292.084198,1,1
2,Tymen,X7,2750.5,37.8730011,7.431999683,3.273000002,2.434600115,290.372406,1,1
2,Tymen,X7,2750.6,39.40200043,7.257599831,3.335000038,2.441799879,287.1553955,1,1
2,Tymen,X7,2750.7,41.47000122,7.269200325,3.286999941,2.452199936,283.3699951,1,1
2,Tymen,X7,2750.8,43.59300232,7.238399982,3.246000051,2.460000038,279.8962097,1,1
2,Tymen,X7,2750.9,44.75899887,7.28399992,3.190999985,2.455999851,277.2435913,1,1
3,Tymen,X7,2751,45.22100067,7.449999809,3.197999954,2.437000036,275.4987793,1,1
3,Tymen,X7,2751.1,46.6289978,7.438400269,3.125999928,2.414999962,274.4612122,1,1
3,Tymen,X7,2751.2,47.72900391,7.449999809,3.062000036,2.408800125,273.8699951,1,1
3,Tymen,X7,2751.3,46.88199997,7.736000061,3.154999971,2.41960001,273.65979,1,1
3,Tymen,X7,2751.4,45.41900253,8.020400047,3.249000072,2.43200016,274.1168213,1,1
2,Tymen,X7,2751.5,43.45000076,8.065999985,3.263000011,2.437200069,275.7940063,1,1
2,Tymen,X7,2751.6,42.63599777,8.129599571,3.280999899,2.438599825,279.133606,1,1
2,Tymen,X7,2751.7,41.95399857,8.210000038,3.332000017,2.439599991,284.0032043,1,1
2,Tymen,X7,2751.8,41.22800064,8.153999329,3.398999929,2.443000078,289.531189,1,1
2,Tymen,X7,2751.9,40.72200012,8.038399696,3.328999996,2.449199915,294.4304199,1,1
2,Tymen,X7,2752,39.89699936,7.879600048,3.247999907,2.454400063,297.5799866,1,1
2,Tymen,X7,2752.1,39.59999847,7.708399773,3.174000025,2.458400011,298.4002075,1,1
2,Tymen,X7,2752.2,39.98500061,7.678799629,3.171000004,2.460000038,296.805603,1,1
2,Tymen,X7,2752.3,39.37999725,7.815999985,3.207999945,2.458199978,292.9841919,1,1
2,Tymen,X7,2752.4,38.43399811,7.914000034,3.352999926,2.455199957,287.3514099,1,1
2,Tymen,X7,2752.5,37.24599838,8.008399963,3.346999884,2.457000017,280.6622009,1,1
2,Tymen,X7,2752.6,37.31200027,8.141599655,3.34800005,2.467999935,273.9584045,1,1
2,Tymen,X7,2752.7,37.43300247,8.168399811,3.381000042,2.480000019,268.2229919,1,1
2,Tymen,X7,2752.8,37.01499939,8.142399788,3.368999958,2.481600046,264.0007935,1,1
2,Tymen,X7,2752.9,36.46500015,8.137599945,3.220000029,2.466799974,261.3361816,1,1
1,Tymen,X7,2753,36.22299957,8.1395998,3.209000111,2.439399958,260.0440063,1,1
1,Tymen,X7,2753.1,36.0359993,7.992799759,3.265000105,2.41260004,260.0481873,1,1
1,Tymen,X7,2753.2,35.43099976,7.695199966,3.349999905,2.397000074,261.5440063,1,1
1,Tymen,X7,2753.3,33.73699951,7.401199818,3.506000042,2.390599966,264.9352112,1,1
1,Tymen,X7,2753.4,33.26399994,7.140799999,3.651000023,2.388400078,270.6600037,1,1
1,Tymen,X7,2753.5,33.94599915,7.177999973,3.66899991,2.391000032,278.9425964,1,1
2,Tymen,X7,2753.6,35.44199753,7.379199982,3.611000061,2.399600029,289.3864136,1,1
2,Tymen,X7,2753.7,37.66400146,7.569600105,3.492000103,2.408200026,300.4804077,1,1
2,Tymen,X7,2753.8,39.69900131,7.684400082,3.380000114,2.415199995,309.4773865,1,1
2,Tymen,X7,2753.9,42.3390007,7.793600082,3.196000099,2.425199986,313.2587891,1,1
2,Tymen,X7,2754,44.92399979,7.412799835,2.98300004,2.431200027,310.1154175,1,1
2,Tymen,X7,2754.1,46.26599884,6.70720005,2.79399991,2.417599916,301.2857971,1,1
2,Tymen,X7,2754.2,45.22100067,5.970399857,2.711999893,2.385200024,290.819397,1,1
2,Tymen,X7,2754.3,41.34899902,5.401599884,2.686000109,2.351999998,283.4979858,1,1
1,Tymen,X7,2754.4,38.1590004,5.571199894,2.673000097,2.329799891,282.1941833,1,1
1,Tymen,X7,2754.5,34.55099869,6.572800159,2.872999907,2.312799931,286.5599976,1,1
1,Tymen,X7,2754.6,31.09699821,7.94519949,3.14199996,2.29399991,293.7944031,1,1
1,Tymen,X7,2754.7,27.6760006,9.255599976,3.345999956,2.27940011,300.6201782,1,1
1,Tymen,X7,2754.8,24.61800003,10.68959999,3.561000109,2.278000116,304.9743958,1,1
1,Tymen,X7,2754.9,24.22199821,11.75360012,3.749000072,2.285399914,306.5256042,1,1
1,Tymen,X7,2755,24.03499985,11.90439987,3.869999886,2.290800095,306.1253967,1,1
1,Tymen,X7,2755.1,26.02599907,11.53079987,3.836999893,2.293200016,304.9053955,1,1
1,Tymen,X7,2755.2,28.25900078,11.02719975,3.887000084,2.301199913,303.6940002,1,1
1,Tymen,X7,2755.3,30.05200195,10.66160011,3.940999985,2.321000099,302.9362183,1,1
1,Tymen,X7,2755.4,32.73600006,10.70480061,3.746999979,2.350800037,302.8215942,1,1
3,Tymen,X7,2755.5,36.50899887,10.53999996,3.562000036,2.380800009,303.2375793,1,1
3,Tymen,X7,2755.6,41.11800003,10.59439945,3.33100009,2.404600143,303.5570068,1,1
3,Tymen,X7,2755.7,43.87900162,11.51760006,3.229000092,2.422600031,302.6365967,1,1
3,Tymen,X7,2755.8,46.21100235,12.10999966,3.262000084,2.434999943,299.3211975,1,1
3,Tymen,X7,2755.9,48.04800034,11.12679958,3.279999971,2.441999912,293.3195801,1,1
3,Tymen,X7,2756,49.51099777,9.363599777,3.279999971,2.450599909,285.8414001,1,1
3,Tymen,X7,2756.1,50.63300323,8.353199959,3.140000105,2.459800005,279.2940063,1,1
3,Tymen,X7,2756.2,49.69800186,8.046800613,3.10800004,2.461800098,275.9536133,1,1
3,Tymen,X7,2756.3,48.32300186,8.173199654,3.134000063,2.456200123,276.5274048,1,1
3,Tymen,X7,2756.4,46.65100098,8.252400398,3.230999947,2.448800087,279.8447876,1,1
3,Tymen,X7,2756.5,46.01300049,8.036399841,3.298000097,2.440000057,283.9394226,1,1
3,Tymen,X7,2756.6,46.67300034,7.802400112,3.219000101,2.429399967,287.425415,1,1
3,Tymen,X7,2756.7,45.96899796,7.766000271,3.187000036,2.416599989,289.9024048,1,1
7,Tymen,X7,2756.8,46.54100037,7.918399811,3.217999935,2.401400089,291.34198,1,1
7,Tymen,X7,2756.9,45.96899796,8.195999146,3.299999952,2.384200096,291.4844055,1,1
7,Tymen,X7,2757,43.84600067,8.742400169,3.232000113,2.36619997,289.9989929,1,1
7,Tymen,X7,2757.1,42.65800095,9.54240036,3.042999983,2.348200083,287.0375977,1,1
7,Tymen,X7,2757.2,41.9980011,10.92319965,2.924000025,2.338000059,283.3613892,1,1
2,Tymen,X7,2757.3,41.10699844,11.10279942,2.963000059,2.346199989,279.8862,1,1
2,Tymen,X7,2757.4,40.5019989,9.611200333,3.08100009,2.369199991,277.2677917,1,1
2,Tymen,X7,2757.5,39.36899948,8.553199768,3.280999899,2.39260006,275.9869995,1,1
2,Tymen,X7,2757.6,38.09300232,8.176800728,3.49000001,2.405200005,276.6095886,1,1
2,Tymen,X7,2757.7,37.03700256,8.186800003,3.585000038,2.411000013,279.5901794,1,1
2,Tymen,X7,2757.8,38.20299911,8.473999977,3.54399991,2.414799929,284.5979919,1,1
2,Tymen,X7,2757.9,39.13800049,8.687600136,3.555000067,2.418400049,290.116394,1,1
2,Tymen,X7,2758,39.19300079,8.763999939,3.576999903,2.421200037,293.9743958,1,1
2,Tymen,X7,2758.1,40.39199829,8.823600769,3.523999929,2.425600052,294.6018066,1,1
2,Tymen,X7,2758.2,40.07299805,8.911200523,3.605000019,2.430999994,292.0258179,1,1
2,Tymen,X7,2758.3,39.47900009,9.080400467,3.60800004,2.433000088,287.7814026,1,1
2,Tymen,X7,2758.4,39.5340004,9.388400078,3.492000103,2.431200027,283.836792,1,1
2,Tymen,X7,2758.5,39.13800049,9.547200203,3.492000103,2.431800127,281.440979,1,1
2,Tymen,X7,2758.6,39.2480011,9.341199875,3.467999935,2.431800127,280.7344055,1,1
2,Tymen,X7,2758.7,40.22700119,9.109600067,3.519999981,2.427999973,281.1755981,1,1
2,Tymen,X7,2758.8,40.35899734,9.037199974,3.500999928,2.424200058,282.1947937,1,1
2,Tymen,X7,2758.9,40.87599945,9.145199776,3.480000019,2.423599958,283.5079956,1,1
2,Tymen,X7,2759,41.98699951,9.292399406,3.381999969,2.427600145,285.0144043,1,1
2,Tymen,X7,2759.1,43.73600006,9.312399864,3.256000042,2.433600187,286.5765991,1,1
2,Tymen,X7,2759.2,44.94599915,9.142000198,3.157000065,2.433599949,287.9648132,1,1
2,Tymen,X7,2759.3,44.20899963,8.925600052,3.108999968,2.42419982,288.9700012,1,1
2,Tymen,X7,2759.4,42.93300247,8.822799683,3.121000051,2.414200068,289.5050049,1,1
2,Tymen,X7,2759.5,43.87900162,8.897600174,3.108999968,2.416399956,289.5746155,1,1
2,Tymen,X7,2759.6,45.05600357,9.07199955,3.078999996,2.427800179,289.1896057,1,1
2,Tymen,X7,2759.7,45.16600037,9.237999916,3,2.43840003,288.355011,1,1
2,Tymen,X7,2759.8,43.02099991,9.281200409,2.963000059,2.444999933,287.1660156,1,1
2,Tymen,X7,2759.9,43.20800018,9.005599976,3.036999941,2.452399969,285.9012146,1,1
2,Tymen,X7,2760,42.97700119,8.316800117,3.167999983,2.462599993,284.992981,1,1
2,Tymen,X7,2760.1,42.44900131,7.838799953,3.217000008,2.470600128,284.90979,1,1
2,Tymen,X7,2760.2,40.65600204,7.756400108,3.325000048,2.471800089,286.0601807,1,1
2,Tymen,X7,2760.3,39.08300018,7.831200123,3.447000027,2.466799974,288.7501831,1,1
2,Tymen,X7,2760.4,39.10499954,8.013199806,3.480000019,2.460399866,293.0997925,1,1
2,Tymen,X7,2760.5,40.34799957,8.154800415,3.361000061,2.456199884,298.8731995,1,1
2,Tymen,X7,2760.6,39.88599777,8.138400078,3.365999937,2.450200081,305.390625,1,1
2,Tymen,X7,2760.7,39.33599854,8.126399994,3.404000044,2.439800024,311.6791992,1,1
2,Tymen,X7,2760.8,38.9620018,8.282799721,3.417000055,2.434999943,316.7919922,1,1
2,Tymen,X7,2760.9,37.90600204,8.533200264,3.454999924,2.434400082,320.0589905,1,1
2,Tymen,X7,2761,38.04899979,8.782799721,3.490999937,2.423799992,321.1584167,1,1
2,Tymen,X7,2761.1,39.20399857,8.607999802,3.423000097,2.406199932,320.1235962,1,1
2,Tymen,X7,2761.2,39.44599915,8.236800194,3.467000008,2.397799969,317.3813782,1,1
2,Tymen,X7,2761.3,38.30200195,7.916399956,3.423000097,2.398200035,313.7282104,1,1
1,Tymen,X7,2761.4,34.45199966,7.395200253,3.424999952,2.392400026,310.1412048,1,1
1,Tymen,X7,2761.5,31.15200043,6.811199665,3.51699996,2.377199888,307.4114075,1,1
1,Tymen,X7,2761.6,26.27899933,6.378799915,3.641000032,2.365200043,305.7171936,1,1
1,Tymen,X7,2761.7,23.14400101,6.16079998,3.826999903,2.359600067,304.4128113,1,1
1,Tymen,X7,2761.8,23.78199959,6.060400009,3.855000019,2.355000019,302.3793945,1,1
1,Tymen,X7,2761.9,25.84999847,6.039200306,3.664999962,2.350600004,298.9169922,1,1
1,Tymen,X7,2762,27.12600136,6.033200264,3.540999889,2.348999977,294.490387,1,1
1,Tymen,X7,2762.1,28.46800041,6.055999756,3.569000006,2.348400116,290.5462036,1,1
1,Tymen,X7,2762.2,30.23900032,6.151599884,3.596999884,2.353399992,288.4943848,1,1
1,Tymen,X7,2762.3,32.87900162,6.316400051,3.628000021,2.370199919,288.8204041,1,1
2,Tymen,X7,2762.4,36.69599915,6.657600403,3.625999928,2.394599915,291.0303955,1,1
2,Tymen,X7,2762.5,38.87400055,6.822000027,3.529000044,2.416399956,294.1409912,1,1
2,Tymen,X7,2762.6,40.11700058,6.624800205,3.461999893,2.425199986,297.0637817,1,1
2,Tymen,X7,2762.7,41.94300079,6.526799679,3.513000011,2.424200058,298.7636108,1,1
2,Tymen,X7,2762.8,44.41799927,6.928800106,3.519000053,2.429000139,298.5119934,1,1
3,Tymen,X7,2762.9,47.82799911,7.646399975,3.362999916,2.445600033,296.2677917,1,1
3,Tymen,X7,2763,50.33600235,8.235199928,3.125,2.463000059,292.7855835,1,1
3,Tymen,X7,2763.1,49.77500153,8.350399971,3.056999922,2.471400023,289.2185974,1,1
3,Tymen,X7,2763.2,47.97100067,8.199999809,2.961999893,2.47300005,286.5016174,1,1
3,Tymen,X7,2763.3,46.8710022,8.27559948,3.017999887,2.471800089,284.9658203,1,1
3,Tymen,X7,2763.4,47.94900131,8.68639946,3.101999998,2.473399878,284.3388062,1,1
3,Tymen,X7,2763.5,47.81700134,9.021999359,3.190000057,2.480999947,283.949585,1,1
3,Tymen,X7,2763.6,46.90399933,8.678799629,3.121999979,2.492799997,283.0126038,1,1
3,Tymen,X7,2763.7,46.63999939,7.955600262,3.059000015,2.500400066,280.9804077,1,1
3,Tymen,X7,2763.8,47.10200119,7.473600388,3.183000088,2.499000072,277.8640137,1,1
3,Tymen,X7,2763.9,47.53100204,7.425600052,3.302999973,2.490400076,274.2722168,1,1
2,Tymen,X7,2764,46.93700409,7.710800171,3.232000113,2.47939992,271.0827942,1,1
2,Tymen,X7,2764.1,44.79199982,8.093600273,3.280999899,2.469599962,269.0108032,1,1
2,Tymen,X7,2764.2,42.69100189,8.599200249,3.411000013,2.46239996,268.4002075,1,1
2,Tymen,X7,2764.3,42.82299805,8.963600159,3.450000048,2.456399918,269.2489929,1,1
2,Tymen,X7,2764.4,42.81200027,9.044000626,3.477999926,2.452199936,271.2357788,1,1
2,Tymen,X7,2764.5,42.68000031,9.016000748,3.413000107,2.450999975,273.6499939,1,1
2,Tymen,X7,2764.6,43.98900223,8.988800049,3.470999956,2.452800035,275.4259949,1,1
2,Tymen,X7,2764.7,45.7820015,8.97440052,3.60800004,2.459399939,275.4924011,1,1
2,Tymen,X7,2764.8,45.38599777,8.951200485,3.691999912,2.471400023,273.3384094,1,1
2,Tymen,X7,2764.9,44.91300201,8.941199303,3.703000069,2.485399961,269.4379883,1,1
2,Tymen,X7,2765,44.5719986,8.856800079,3.615999937,2.492199898,265.1955872,1,1
2,Tymen,X7,2765.1,44.67099762,8.776800156,3.61500001,2.486999989,262.3340149,1,1
2,Tymen,X7,2765.2,44.84700012,8.803600311,3.588000059,2.474600077,261.9927979,1,1
2,Tymen,X7,2765.3,45.4960022,8.85240078,3.513999939,2.463600159,264.0657959,1,1
2,Tymen,X7,2765.4,44.83600235,8.862000465,3.461999893,2.457600117,267.2615967,1,1
2,Tymen,X7,2765.5,44.2859993,8.706800461,3.548000097,2.456599951,269.8792114,1,1
2,Tymen,X7,2765.6,44.75899887,8.597599983,3.52699995,2.458800077,270.7399902,1,1
2,Tymen,X7,2765.7,44.29700089,8.699999809,3.457999945,2.46239996,269.5923767,1,1
2,Tymen,X7,2765.8,44.53899765,8.83880043,3.496000051,2.462199926,266.8483887,1,1
2,Tymen,X7,2765.9,44.77000046,8.859600067,3.569000006,2.457399845,263.1281738,1,1
2,Tymen,X7,2766,43.22999954,8.819600105,3.631999969,2.453199863,259.0646057,1,1
2,Tymen,X7,2766.1,42.41600037,8.891599655,3.650000095,2.448999882,255.3233948,1,1
3,Tymen,X7,2766.2,42.27299881,9.036799431,3.684999943,2.440999985,252.5039978,1,1
3,Tymen,X7,2766.3,42.39400101,9.036000252,3.700000048,2.430400133,250.8748016,1,1
